third_ac,arrival,from_station_code,name,zone,chair_car,first_class,duration_m,sleeper,from_station_name,number,departure,return_train,to_station_code,second_ac,classes,to_station_name,duration_h,type,first_ac,distance,Longitude,Latitude
0,12:15:00,JAT,Jammu Tawi Udhampur Special,NR,0,0,35,0,JAMMU TAWI,04601,10:40:00,04602,UHP,0,,UDHAMPUR,1,DEMU,0,53,"[74.880117, 32.706975]","[74.953339, 32.762368]","[75.044078, 32.80617]","[75.13222499999999, 32.769105]","[75.14542599999999, 32.863528]","[75.154881, 32.92664]"
0,08:35:00,UHP,UDHAMPUR JAMMUTAWI DMU,NR,0,0,50,0,UDHAMPUR,04602,06:45:00,04601,JAT,0,,JAMMU TAWI,1,DEMU,0,53,"[75.154881, 32.92664]","[75.14542599999999, 32.863528]","[75.13222499999999, 32.769105]","[75.044078, 32.80617]","[74.953339, 32.762368]","[74.880117, 32.706975]"
